Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('Bryant Street', 'Dore Street')",-122.4091395,37.7708243,3,4,5,1,0,0,5,1,0,2,0,2,yes,None,222.4050793,162.5597428,0.511449237,0,-1,-1,no,0,0,no,"{'motorway_link': 1, 'residential': 1, 'primary': 1, 'cycleway': 2}","{'motorway_link': 1, 'residential': 1, 'primary': 1, 'cycleway': 4}",25,25,25,25,0,0,3,0,0,4
"('Bryant Street', 'Gilbert Street')",-122.4042261,37.7747101,2,2,4,3,0,0,4,1,0,1,0,2,yes,None,125.3265635,90.1996244,0.231045593,9.69E-05,-1,-1,no,0,0,no,"{'motorway_link': 1, 'primary': 1, 'cycleway': 1}","{'residential': 1, 'primary': 1, 'cycleway': 3}",25,25,25,25,0,0,2,0,0,2
"('Bryant Street', 'Harriet Street')",-122.4030865,37.7756113,2,3,4,1,0,1,4,1,0,2,0,3,yes,None,137.0010387,90.47187919,0.085762346,0.001414516,-1,1.000001412,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 3}","{'residential': 1, 'primary': 1, 'cycleway': 3, 'track': 1}",25,25,25,25,0,1,1,0,1,2
"('Bryant Street', 'Kate Street')",-122.4063556,37.773023,3,4,5,1,0,0,4,1,0,2,0,3,yes,None,174.2109539,149.1702674,0.247152089,0,-1,-1,no,0,0,no,"{'motorway_link': 1, 'primary': 1, 'unclassified': 1, 'cycleway': 2}","{'motorway_link': 1, 'primary': 1, 'unclassified': 1, 'cycleway': 4}",25,25,25,25,1,1,1,1,1,2
"('Bryant Street', 'Langton Street')",-122.4053075,37.7738549,3,4,4,1,0,0,4,1,0,2,0,2,yes,None,143.7582548,108.5014469,1.031297025,0.000837018,-1,-1,no,0,0,no,"{'motorway_link': 1, 'unclassified': 1, 'primary': 1, 'cycleway': 2}","{'motorway_link': 1, 'unclassified': 1, 'primary': 1, 'cycleway': 2}",25,25,25,25,0,1,2,0,1,3
"('Bryant Street', 'Main Street')",-122.3887838,37.786927,3,3,2,1,1,1,2,1,0,3,0,3,yes,yes,170.9161355,89.34052576,0.633193044,0,-1,78.68387994,no,0,0,no,"{'tertiary': 2, 'cycleway': 3, 'track': 1}","{'tertiary': 2, 'cycleway': 3, 'track': 1}",25,25,25,25,0,3,0,0,3,0
"('Bryant Street', 'Precita Avenue')",-122.4086804,37.7479679,3,3,1,1,0,0,1,1,0,3,0,3,yes,yes,21.16899369,115.7057034,0.365564753,0.01708133,37.72831492,-1,no,0,0,no,"{'residential': 2, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,2,1,0
"('Bryant Street', 'The Embarcadero')",-122.3878618,37.7870867,3,4,4,2,2,2,2,1,0,3,0,4,yes,yes,51.88455661,108.8132578,0.633193044,0.001614382,-1,2.448341756,no,0,0,no,"{'tertiary': 1, 'primary': 1, 'cycleway': 3, 'track': 2}","{'tertiary': 1, 'primary': 1, 'cycleway': 4, 'track': 2}",30,25,30,25,2,1,0,2,2,0
"('Buchanan Street', 'Bush Street')",-122.4301856,37.7874436,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,162.3429747,90.16116766,0.000918132,3.99E-05,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 5}",30,25,30,25,0,2,1,0,2,1
"('Buchanan Street', 'California Street')",-122.4305663,37.7893282,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,162.7698923,90.08872618,0.000270071,1.30E-06,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Buchanan Street', 'Duboce Avenue', 'Market Street')",-122.4263994,37.7696323,3,5,3,1,5,5,3,1,0,2,0,5,yes,yes,97.25795273,143.2710551,1.113106674,0,-1,1.578985667,no,0,0,no,"{'primary': 1, 'secondary': 1, 'cycleway': 3, 'track': 8}","{'primary': 1, 'residential': 1, 'secondary': 1, 'cycleway': 5, 'track': 5}",25,25,25,25,3,1,0,2,1,2
"('Buchanan Street', 'Fell Street')",-122.42774,37.7753305,3,3,3,1,0,0,3,1,0,3,0,3,yes,None,162.3437495,90.08781778,0.000134801,0,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 5}",30,25,30,25,0,2,1,0,2,1
"('Buchanan Street', 'Hickory Street')",-122.4276457,37.7748632,3,3,1,1,0,0,1,1,0,3,0,3,yes,None,162.5575885,90.04125882,0.000136406,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,2,1,0,2,1
"('Buchanan Street', 'Lily Street')",-122.4274578,37.7739324,3,4,1,1,0,0,1,1,0,3,0,4,yes,None,162.3419473,90.10540023,0.000126465,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,3,0,0,3,1
"('Buchanan Street', 'Linden Street')",-122.4278338,37.7757948,3,4,1,1,0,0,1,1,0,3,0,4,yes,None,105.3675619,90.07312085,0.000149742,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,3,0,0,3,1
"('Buchanan Street', 'Lombard Street')",-122.4327762,37.800268,4,4,3,1,0,0,3,1,0,4,0,4,yes,yes,28.45815024,90.06896885,0.001023276,0.000305044,47.1257389,-1,no,0,0,no,"{'residential': 1, 'trunk': 1, 'cycleway': 4}","{'residential': 1, 'trunk': 1, 'cycleway': 4}",30,25,30,25,2,2,0,2,2,0
"('Buchanan Street', 'Magnolia Street')",-122.4328789,37.800775,4,4,1,1,0,0,1,1,0,4,0,4,yes,yes,162.3820737,90.05994038,0.001547725,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Buchanan Street', 'Marina Boulevard')",-122.4337435,37.805032,3,3,3,1,0,0,2,1,0,3,0,3,yes,yes,35.16941865,92.35036017,0.361515789,0.000928986,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 3}","{'residential': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Buchanan Street', 'Moulton Street')",-122.4326915,37.7998495,3,3,1,1,0,0,1,1,0,3,0,3,yes,yes,83.96828369,90.18972931,0.003679094,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Buchanan Street', 'Oak Street')",-122.4275514,37.7743958,3,3,3,1,0,0,3,1,0,3,0,3,yes,None,163.7947013,90.07816672,0.000100507,0,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 5}","{'residential': 1, 'primary': 1, 'cycleway': 4}",30,25,30,25,0,2,1,0,2,1
"('Buchanan Street', 'Pine Street')",-122.4303739,37.7883758,3,3,2,1,0,0,2,1,0,3,0,3,yes,yes,163.1568984,90.07009665,0.000352133,2.53E-05,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 5}","{'residential': 1, 'primary': 1, 'cycleway': 4}",30,25,30,25,0,2,1,0,2,1
"('Buchanan Street', 'Sutter Street')",-122.4299974,37.7865117,3,3,2,1,0,0,2,1,0,3,0,3,yes,yes,163.0069372,90.01114868,0.000370262,2.52E-05,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Bunker Road', 'Danes Drive')",-122.4852439,37.8389042,3,3,1,1,0,0,1,1,0,3,0,3,yes,None,113.6420914,162.8860525,1.043872613,0.196283278,-1,-1,no,0,0,no,"{'unclassified': 1, 'residential': 2, 'cycleway': 3}","{'unclassified': 1, 'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Burnett Avenue', 'Clipper Street', 'Portola Drive')",-122.4448678,37.7470443,7,8,3,1,0,0,3,1,0,7,0,7,yes,None,156.3679,174.0209847,2.129615558,0,-1,-1,no,0,0,yes,"{'secondary': 1, 'secondary_link': 1, 'primary': 1, 'residential': 1, 'cycleway': 5}","{'secondary': 1, 'secondary_link': 1, 'primary': 1, 'residential': 1, 'cycleway': 7}",35,25,35,25,4,2,1,3,2,3
"('Bush Street', 'Divisadero Street')",-122.4400754,37.7861844,3,3,3,2,0,0,3,2,0,3,0,3,yes,yes,162.9268394,90.05486019,0.001013519,0.000127258,-1,-1,no,0,0,no,"{'primary': 2, 'cycleway': 3}","{'primary': 2, 'cycleway': 5}",30,25,30,25,2,0,1,2,0,1
"('Bush Street', 'Euclid Avenue', 'Presidio Avenue')",-122.4464358,37.7853723,5,4,3,1,0,0,3,1,0,5,0,4,yes,yes,156.2875298,165.5597691,0.714627933,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'tertiary_link': 1, 'primary_link': 1, 'cycleway': 5}","{'primary': 2, 'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,30,25,0,3,2,0,3,1
"('Bush Street', 'Fillmore Street')",-122.4334764,37.7870253,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,18.41255169,90.11844761,0.000951458,6.87E-05,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 3}","{'primary': 1, 'tertiary': 1, 'cycleway': 3}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Franklin Street')",-122.4236097,37.7882794,2,2,3,3,0,0,3,3,0,2,0,2,yes,yes,163.7916417,89.94145651,0.000682057,0.000206353,-1,-1,no,0,0,no,"{'secondary': 1, 'primary': 1, 'cycleway': 4}","{'secondary': 1, 'primary': 1, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Gough Street')",-122.4252531,37.7880705,2,2,3,3,0,0,3,3,0,2,0,2,yes,yes,19.34902758,90.07871479,0.000752759,9.74E-05,-1,-1,no,0,0,no,"{'secondary': 1, 'primary': 1, 'cycleway': 2}","{'secondary': 1, 'primary': 1, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Grant Avenue')",-122.4055991,37.7905698,2,3,3,1,0,0,4,1,0,2,0,3,yes,None,145.2129501,91.57464125,0.229113061,0,-1,-1,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 3}","{'primary': 1, 'residential': 1, 'cycleway': 3}",30,25,30,25,0,1,1,0,1,2
"('Bush Street', 'Hyde Street')",-122.4170349,37.789115,2,2,3,3,0,0,3,3,0,2,0,2,yes,None,19.36716702,90.25183246,0,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 2}","{'primary': 1, 'tertiary': 1, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Jones Street')",-122.4137429,37.7895358,2,2,3,3,0,0,3,3,0,2,0,2,yes,None,19.35865219,90.13721821,0,0,-1,-1,no,0,0,no,"{'primary': 1, 'secondary': 1, 'cycleway': 2}","{'primary': 1, 'secondary': 1, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Kearny Street')",-122.404059,37.7907655,2,2,4,3,0,0,4,3,0,2,0,2,yes,None,129.6753706,90.62071866,0.042850191,0,-1,-1,no,0,0,no,"{'primary': 2, 'cycleway': 2}","{'primary': 2, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Laguna Street')",-122.4285434,37.7876523,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,162.340389,90.08223875,0.000561341,0.000144017,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 5}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Larkin Street')",-122.4186753,37.7889065,2,2,4,2,0,0,3,2,0,2,0,2,yes,None,112.6141262,91.05142899,0.557266617,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 2}","{'primary': 1, 'tertiary': 1, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Leavenworth Street')",-122.4153867,37.7893258,2,2,3,2,0,0,3,2,0,2,0,2,yes,None,163.8216145,89.8817977,0.000185845,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 4}","{'primary': 1, 'tertiary': 1, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Lyon Street')",-122.4450323,37.7855579,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,162.3488299,90.01434336,0.000340029,1.54E-06,-1,-1,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'residential': 1, 'cycleway': 5}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Mason Street')",-122.4104533,37.7899531,2,2,3,1,0,0,3,1,0,2,0,2,yes,None,163.7849674,90.14435324,0.000524039,0,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Montgomery Street')",-122.4024099,37.7909791,2,2,3,3,0,0,3,3,0,2,0,2,yes,None,95.43778993,91.35127006,0.341380518,0,-1,-1,no,0,0,no,"{'primary': 2, 'cycleway': 2}","{'primary': 2, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Octavia Street')",-122.4268998,37.7878612,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,163.7920686,90.08129236,0.000858667,6.56E-05,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 5}","{'residential': 1, 'primary': 1, 'cycleway': 4}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Parking Entrance Lane')",-122.4068215,37.7904144,2,2,3,1,0,0,3,1,0,2,0,2,yes,None,160.8551521,162.5424251,7.983349474,6.93E-05,-1,-1,no,0,0,no,"{'primary': 1, 'unclassified': 1, 'cycleway': 2}","{'primary': 1, 'unclassified': 1, 'cycleway': 3}",30,25,30,25,0,1,1,0,1,1
"('Bush Street', 'Pierce Street')",-122.4367633,37.7866062,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,163.8030491,90.21720839,0.391093706,2.91E-05,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 5}","{'residential': 1, 'primary': 1, 'cycleway': 4}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Polk Street')",-122.4203209,37.7886974,3,3,3,1,0,0,4,1,0,3,0,3,yes,None,162.3356971,90.07764889,0.00012903,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 4}","{'primary': 1, 'tertiary': 1, 'cycleway': 4}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Powell Street')",-122.4088057,37.7901622,3,3,3,1,2,2,3,1,0,1,0,1,yes,None,18.39530403,90.04558846,0.003322649,0.000137572,-1,0.263746494,no,0,0,no,"{'tertiary': 1, 'primary': 1, 'cycleway': 1, 'track': 2}","{'tertiary': 1, 'primary': 1, 'cycleway': 1, 'track': 2}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Sansome Street')",-122.4007726,37.7911821,3,3,3,1,0,0,3,1,0,3,0,3,yes,None,44.35790431,91.16849998,0.051258069,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'primary': 1, 'cycleway': 3}","{'tertiary': 1, 'primary': 1, 'cycleway': 3}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Scott Street')",-122.4384077,37.7863967,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,162.3443843,90.0822484,0.000580445,0.000128883,-1,-1,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'residential': 1, 'cycleway': 5}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Steiner Street')",-122.43512,37.7868155,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,18.408646,90.12612118,0.00052464,8.86E-05,-1,-1,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 3}","{'primary': 1, 'residential': 1, 'cycleway': 3}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Stockton Street')",-122.4071243,37.7903759,3,3,3,1,0,0,3,1,0,3,0,3,yes,None,160.8532744,92.77505276,0.295953772,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'primary': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'primary': 1, 'cycleway': 4}",30,25,30,25,0,2,1,0,2,1
"('Bush Street', 'Taylor Street')",-122.4120997,37.7897443,2,2,3,2,0,0,3,2,0,2,0,2,yes,None,163.1069653,89.9318934,3.48E-05,0,-1,-1,no,0,0,no,"{'secondary': 1, 'primary': 1, 'cycleway': 3}","{'secondary': 1, 'primary': 1, 'cycleway': 3}",30,25,30,25,0,0,2,0,0,2
"('Bush Street', 'Van Ness Avenue')",-122.4219641,37.7884891,3,3,3,3,0,0,3,3,0,3,0,3,yes,yes,164.3155534,90.10166831,0.006304684,0.000190572,-1,-1,no,0,0,no,"{'trunk': 1, 'primary': 1, 'cycleway': 3}","{'trunk': 1, 'primary': 1, 'cycleway': 4}",30,25,30,25,2,0,1,2,0,1
"('Bush Street', 'Webster Street')",-122.4317433,37.78724465,3,3,3,1,0,0,3,1,0,3,0,3,yes,yes,31.76974413,98.8362516,0.255452152,0.000391684,58.38018756,-1,no,0,0,no,"{'secondary': 1, 'primary': 1, 'cycleway': 3}","{'secondary': 1, 'primary': 1, 'cycleway': 3}",30,25,30,25,1,1,1,1,1,1
"('Cabrillo Street', 'Funston Avenue')",-122.4713911,37.7750296,4,4,1,1,0,0,1,1,0,4,0,4,yes,None,16.41145943,90.05150644,0.001645106,0,40.63765714,-1,no,0,0,no,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Cabrillo Street', 'Park Presidio Boulevard')",-122.4719231,37.77500535,4,4,3,1,0,0,3,1,0,4,0,4,yes,None,30.20076564,90.04924722,0.000976222,0,46.83573115,-1,no,0,0,no,"{'trunk': 1, 'residential': 1, 'cycleway': 4}","{'trunk': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,2,2,0,2,2,0
"('California Avenue', 'Treasure Island Road')",-122.3724463,37.81733595,3,4,3,1,0,0,2,1,0,3,0,4,yes,None,41.04382466,96.72138743,0.676487586,0,-1,-1,no,0,0,yes,"{'tertiary': 2, 'cycleway': 3}","{'tertiary': 2, 'cycleway': 4}",25,25,25,25,1,1,1,1,2,1
"('California Street', 'Cherry Street')",-122.4567129,37.7860043,3,3,2,1,0,0,2,1,0,3,0,3,yes,None,22.15095874,90.10875633,0.011689942,0.000279002,23.40841629,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 3}","{'secondary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('California Street', 'Commonwealth Avenue')",-122.4558851,37.7861097,3,3,2,1,0,0,2,1,0,3,0,3,yes,None,146.7990265,95.90500937,0.000481082,0,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 3}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('California Street', 'Cornwall Street')",-122.4662748,37.7847771,2,3,2,2,0,0,2,1,0,2,0,3,yes,None,89.15852502,168.4343998,0.58807273,0.014991013,-1,-1,no,0,0,no,"{'secondary': 1, 'cycleway': 2}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,1
"('California Street', 'Cushman Street')",-122.4117314,37.7917247,3,2,1,1,2,1,1,1,0,3,0,2,yes,None,133.3900791,90.12573144,0.002549175,0.000335876,-1,0.790224779,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}","{'tertiary': 1, 'cycleway': 3, 'track': 1}",25,25,25,25,0,2,1,0,2,0
"('California Street', 'Davis Street')",-122.3976272,37.7935131,3,3,2,1,2,2,1,1,0,2,0,2,yes,yes,27.9654514,90.06125246,0.001782293,4.64E-05,-1,1.173252339,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 2, 'track': 2}","{'secondary': 1, 'tertiary': 1, 'cycleway': 2, 'track': 2}",25,25,30,25,0,2,1,0,2,1
"('California Street', 'Divisadero Street')",-122.4404641,37.788089,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,27.62790424,94.26936148,0.21188203,0.000282174,-1,-1,no,0,0,no,"{'secondary': 2, 'tertiary': 1, 'cycleway': 4}","{'secondary': 2, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,1,3,0,1,3,0
"('California Street', 'Drumm Street')",-122.396416,37.7936733,3,4,2,1,3,3,2,1,0,3,0,4,yes,yes,143.6108601,91.34867825,0.213269343,0,-1,15.92814386,no,0,0,no,"{'tertiary': 1, 'secondary': 1, 'cycleway': 3, 'track': 3}","{'tertiary': 1, 'secondary': 1, 'cycleway': 4, 'track': 3}",25,25,25,25,2,1,0,2,2,0
"('California Street', 'Fillmore Street')",-122.4338567,37.7889092,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,22.2113321,90.31895342,0.00712873,6.49E-05,73.36764037,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 4}","{'tertiary': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('California Street', 'Franklin Street')",-122.4239912,37.7901653,3,3,3,2,0,0,4,2,0,3,0,3,yes,yes,103.5987778,93.08967631,0.314741114,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'secondary': 1, 'cycleway': 3}","{'tertiary': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,1,1,1,1,1,1
"('California Street', 'Front Street')",-122.3988009,37.7933647,3,3,2,1,2,2,2,1,0,2,0,2,yes,yes,163.2129594,90.92510948,0.714105739,0,-1,1.118371893,no,0,0,no,"{'tertiary': 1, 'secondary': 1, 'cycleway': 3, 'track': 2}","{'tertiary': 1, 'secondary': 1, 'cycleway': 3, 'track': 2}",25,25,25,25,0,2,1,0,2,1
"('California Street', 'Funston Avenue')",-122.4720688,37.7844788,4,4,2,1,0,0,3,1,0,4,0,4,yes,None,160.4733996,93.24824508,0.300155249,0,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 5}","{'secondary': 1, 'tertiary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('California Street', 'Gough Street')",-122.4256361,37.7899559,3,3,2,2,0,0,3,2,0,3,0,3,yes,yes,22.90032362,90.23375673,0.000484013,1.42E-05,-1,-1,no,0,0,no,"{'tertiary': 1, 'secondary': 1, 'cycleway': 3}","{'tertiary': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,1
"('California Street', 'Grant Avenue')",-122.4059535,37.7924582,3,3,1,1,2,2,1,1,0,1,0,1,yes,None,15.09258211,90.24053167,0.001861141,2.06E-05,-1,1.082641399,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 1, 'track': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 1, 'track': 2}",25,25,25,25,0,2,1,0,2,1
"('California Street', 'Hyde Street')",-122.4174109,37.791,3,4,1,1,3,3,3,1,0,3,0,4,yes,None,162.3503563,90.10321129,0.004718883,0.000168534,-1,0.363466936,no,0,0,no,"{'tertiary': 2, 'cycleway': 4, 'track': 3}","{'tertiary': 2, 'cycleway': 5, 'track': 5}",25,25,25,25,0,3,0,0,3,1
"('California Street', 'Jones Street')",-122.4141223,37.7914195,3,4,1,1,2,1,2,1,0,3,0,4,yes,None,162.4229982,90.21597108,0.000773303,0,-1,1.80340444,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 2}","{'tertiary': 2, 'residential': 1, 'cycleway': 5, 'track': 1}",25,25,25,25,0,3,0,0,3,1
"('California Street', 'Jordan Avenue')",-122.4569759,37.7859709,3,3,2,1,0,0,2,1,0,3,0,3,yes,None,22.92244571,95.92555283,0.00028896,0,23.40841629,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 3}","{'secondary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('California Street', 'Kearny Street')",-122.4044255,37.7926558,3,3,4,1,2,2,4,1,0,1,0,0,yes,None,162.4634514,91.24666103,0.102989663,0,-1,0.610377534,no,0,0,no,"{'tertiary': 1, 'primary': 1, 'cycleway': 1, 'track': 2}","{'tertiary': 1, 'primary': 1, 'track': 3}",25,25,25,25,0,2,1,0,2,1
"('California Street', 'Laguna Street')",-122.4289237,37.7895373,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,22.13021198,90.09086511,0.000428505,9.51E-05,-1,-1,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('California Street', 'Larkin Street')",-122.4190579,37.7907935,4,3,2,1,2,2,2,1,0,4,0,3,yes,None,162.7714586,91.11358328,0.076622025,0,-1,0.351138206,no,0,0,no,"{'tertiary': 2, 'residential': 1, 'cycleway': 5, 'track': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 2}",25,25,25,25,0,3,1,0,3,0
"('California Street', 'Laurel Street')",-122.4501341,37.7868408,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,162.8789285,90.32542486,0.00069239,0,-1,-1,no,0,1,no,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('California Street', 'Leavenworth Street')",-122.4157666,37.7912077,4,3,2,1,2,2,1,1,0,4,0,3,yes,None,89.56725404,90.91009622,0.065491998,0,-1,0.892425343,no,0,0,no,"{'tertiary': 2, 'residential': 1, 'cycleway': 4, 'track': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 3, 'track': 3}",25,25,25,25,0,3,1,0,3,0
"('California Street', 'Locust Street')",-122.4517759,37.7866266,3,3,2,1,0,0,2,1,0,3,0,3,yes,None,22.14838649,90.31071385,0,0,77.87403233,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 3}","{'secondary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
