Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('15th Street', 'Natoma Street')",-122.4184157,37.7667595,2,3,1,1,0,0,1,1,0,2,0,3,yes,None,132.8107909,91.4038124,0.035238534,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 4}",25,25,25,25,1,1,0,0,2,1
"('15th Street', 'Ramona Avenue')",-122.4252,37.766349,3,2,1,1,0,0,1,1,0,3,0,2,yes,None,157.1266822,90.02235132,0.004850808,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 4}","{'residential': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,0
"('15th Street', 'Sanchez Street')",-122.4310552,37.7660052,4,4,1,1,4,2,1,1,0,4,0,4,yes,None,96.82538134,90.44598978,0.012737511,9.78E-05,-1,12.79661999,no,0,0,no,"{'residential': 2, 'cycleway': 4, 'track': 4}","{'residential': 2, 'cycleway': 4, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('15th Street', 'Sharon Street')",-122.4299269,37.7660722,4,4,1,1,2,3,1,1,0,3,0,3,yes,None,93.22979619,132.2251211,0.006298755,0,-1,55.39021497,no,0,0,no,"{'residential': 2, 'primary_link': 1, 'cycleway': 3, 'track': 2}","{'residential': 2, 'primary_link': 1, 'cycleway': 3, 'track': 3}",25,25,25,25,0,4,0,0,4,0
"('15th Street', 'South Van Ness Avenue')",-122.4176635,37.7668039,3,4,2,1,0,0,2,1,0,3,0,4,yes,None,161.2228729,90.07869883,0.012226726,5.30E-05,-1,-1,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,3,0,0,3,1
"('15th Street', 'Valencia Street')",-122.422044,37.76654,3,3,1,1,0,0,1,1,0,3,0,3,yes,None,15.0864587,90.32838158,0.008758443,3.29E-05,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,1
"('16th Avenue', 'Geary Boulevard')",-122.4751121,37.780537,4,4,2,1,0,0,3,1,0,4,0,4,yes,None,132.6832238,91.06851511,0.079744343,0,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,2,2,0,2,2,0
"('16th Street', '3rd Street')",-122.3890969,37.7668956,4,4,4,2,3,2,2,1,0,4,0,4,yes,None,85.02860462,93.93993101,0.191456577,0,-1,0.039645919,no,0,0,no,"{'primary': 1, 'secondary': 1, 'tertiary': 1, 'cycleway': 4, 'track': 3}","{'primary': 1, 'secondary': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}",30,25,30,30,2,2,0,2,2,0
"('16th Street', '4th Street')",-122.3908274,37.7668,4,4,3,1,0,0,2,1,0,4,0,4,yes,None,25.22001733,91.40444148,0.473404863,0,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",30,25,30,25,0,4,0,0,4,0
"('16th Street', '7th Street', 'Mississippi Street')",-122.3950948,37.7665621,6,6,3,1,1,1,2,1,0,6,0,6,yes,None,123.3766212,179.4708819,0.871047161,0,-1,23.64496096,no,0,0,no,"{'secondary_link': 1, 'secondary': 3, 'motorway_link': 1, 'cycleway': 6, 'track': 2}","{'secondary': 3, 'motorway_link': 1, 'cycleway': 6, 'track': 2}",30,25,30,25,2,3,1,2,3,1
"('16th Street', 'Alabama Street')",-122.4124287,37.7654937,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,156.6292508,90.50922779,0.004504875,0,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 5}","{'secondary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Bryant Street')",-122.4104935,37.7656088,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,22.25743951,90.51333138,0.000452199,0,-1,-1,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 4}","{'secondary': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Capp Street')",-122.4186649,37.765117,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,28.70084274,94.77126267,0.383004548,0.001269067,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Church Street')",-122.42868,37.7645058,4,4,2,1,2,4,2,1,0,4,0,4,yes,None,23.32559476,90.22878798,0.00235205,0.000460171,67.10020064,0.64834182,no,2,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}","{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 5}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'De Haro Street')",-122.4017216,37.7661396,4,4,1,1,0,0,1,1,0,4,0,4,yes,None,16.44785101,90.21459846,0.005568973,0,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Dehon Street')",-122.4301235,37.7644163,3,3,2,1,0,0,2,1,0,3,0,3,yes,None,120.7955164,91.23879909,0.082646716,0,-1,-1,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('16th Street', 'Dolores Street')",-122.4264001,37.7646429,5,5,2,1,0,0,2,1,0,5,0,5,yes,None,162.1390381,178.3293282,0.034434882,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 7}","{'tertiary': 2, 'cycleway': 7}",25,25,25,25,2,3,0,2,3,0
"('16th Street', 'Folsom Street')",-122.415323,37.765326,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,161.1198495,91.11369346,0.127302826,4.20E-05,-1,-1,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 5}","{'secondary': 1, 'tertiary': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Guerrero Street')",-122.4240995,37.7647902,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,24.63886717,91.14826333,0.016075582,0,-1,-1,no,0,0,no,"{'secondary': 2, 'tertiary': 1, 'cycleway': 4}","{'secondary': 2, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,2,2,0,2,2,0
"('16th Street', 'Harlow Street')",-122.429441,37.7644586,3,3,2,1,2,4,2,1,0,3,0,3,yes,None,19.20777498,90.12345006,0.00805533,0,29.07046118,63.16464508,no,2,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 3, 'track': 2}","{'residential': 1, 'tertiary': 1, 'cycleway': 3, 'track': 4}",25,25,25,25,0,3,0,0,3,0
"('16th Street', 'Harrison Street')",-122.413139,37.765454,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,35.47742494,90.45748642,0.005750029,0.001556683,42.10410522,-1,no,0,0,no,"{'tertiary': 1, 'secondary': 1, 'cycleway': 4}","{'tertiary': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Hoff Street')",-122.420581,37.764996,3,3,2,1,0,0,2,1,0,3,0,3,yes,yes,158.3748244,90.42625282,0.011154669,4.99E-05,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('16th Street', 'Illinois Street')",-122.3881635,37.7669529,3,3,2,1,1,1,2,1,0,3,0,3,yes,None,79.97272037,92.33192819,0.271682708,0,-1,1.053228517,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 3, 'track': 1}","{'residential': 1, 'secondary': 1, 'tertiary': 1, 'cycleway': 3, 'track': 1}",30,25,30,25,0,3,0,0,3,0
"('16th Street', 'Kansas Street')",-122.4036662,37.7660239,4,4,1,1,0,0,1,1,0,4,0,4,yes,None,16.4664839,90.54166458,0.000101857,0,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Market Street')",-122.4330797,37.76423325,4,4,3,1,4,2,2,1,0,4,0,4,yes,yes,83.70161663,140.651849,0.155801972,0.001028336,-1,0.925109581,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'residential': 1, 'cycleway': 5, 'track': 4}","{'primary': 1, 'tertiary': 1, 'residential': 1, 'cycleway': 5, 'track': 2}",25,25,25,25,2,2,0,2,2,0
"('16th Street', 'Mission Street')",-122.4196893,37.765052,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,30.91036406,91.21020006,0.131056835,0.001098919,78.63000269,-1,no,0,0,no,"{'secondary': 2, 'cycleway': 4}","{'secondary': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Noe Street')",-122.4331016,37.7642317,4,4,2,1,4,2,1,1,0,4,0,4,yes,None,85.91654547,91.32455737,0.341764062,0.001057468,-1,1.362087186,no,0,0,no,"{'tertiary': 1, 'residential': 2, 'cycleway': 4, 'track': 4}","{'tertiary': 1, 'residential': 2, 'cycleway': 4, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Owens Street')",-122.3927084,37.7666926,4,4,3,1,0,0,2,1,0,4,0,4,yes,None,36.59427161,129.5532583,0.389592948,0,-1,-1,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 4}","{'secondary': 1, 'tertiary': 1, 'cycleway': 4}",30,25,30,25,1,3,0,1,3,0
"('16th Street', 'Pond Street')",-122.4322794,37.7642827,2,3,2,1,2,3,2,1,0,2,0,3,yes,None,177.0290606,90.92317851,0.34511438,0.000111933,-1,50.02409379,no,0,0,no,"{'tertiary': 1, 'cycleway': 2, 'track': 2}","{'residential': 2, 'tertiary': 1, 'cycleway': 3, 'track': 3}",25,25,25,25,0,2,0,0,2,1
"('16th Street', 'Potrero Avenue')",-122.4075657,37.7657811,4,4,3,1,0,0,3,2,0,4,0,4,yes,None,75.39390668,92.91052794,0.06915321,0,-1,-1,no,0,0,no,"{'secondary': 1, 'primary': 1, 'cycleway': 4}","{'secondary': 1, 'primary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Prosper Street')",-122.4316995,37.7643186,3,2,2,1,0,1,2,1,0,3,0,2,yes,None,144.3103029,90.89365689,0.135057226,0,-1,83.46778383,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'cycleway': 2, 'track': 1}",25,25,25,25,0,2,1,0,2,0
"('16th Street', 'Rhode Island Street')",-122.4027193,37.7660801,4,4,1,1,0,0,1,1,0,4,0,4,yes,None,16.46227367,90.93298982,0.022156856,0,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Sanchez Street')",-122.4308815,37.7643693,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,144.3076964,91.46357981,0.135238473,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'South Van Ness Avenue')",-122.4175037,37.7651935,4,4,2,2,0,0,2,2,0,4,0,4,yes,yes,24.96657408,90.48266511,0.014822159,0.000506833,-1,-1,no,0,0,no,"{'primary': 1, 'secondary': 1, 'cycleway': 4}","{'primary': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Valencia Street')",-122.421886,37.764917,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,52.46931125,91.32709207,0.230019724,0,-1,-1,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 4}","{'secondary': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('16th Street', 'Vermont Street')",-122.4046339,37.7659639,4,3,3,1,0,0,2,1,0,4,0,3,yes,None,22.12895168,90.90923008,0.325341725,0,-1,-1,no,0,0,no,"{'secondary': 2, 'residential': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,0,3,1,0,3,0
"('17th Avenue', 'Geary Boulevard')",-122.476182,37.7804883,4,4,2,1,0,0,3,1,0,4,0,4,yes,None,132.0631016,90.59844547,0.011110576,0,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,2,2,0,2,2,0
"('17th Street', 'Abbey Street')",-122.427167,37.762973,3,3,1,1,0,0,1,1,0,3,0,3,yes,None,160.6317173,90.29185137,0.00109963,0,-1,-1,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('17th Street', 'Castro Street', 'Market Street')",-122.4352027,37.76271,5,6,3,1,3,3,2,1,0,5,0,6,yes,None,118.9948297,169.5674406,0.442206573,0,-1,27.09389062,no,0,0,no,"{'primary': 2, 'tertiary': 1, 'residential': 1, 'cycleway': 5, 'track': 3}","{'primary': 2, 'tertiary': 1, 'secondary': 1, 'residential': 1, 'cycleway': 6, 'track': 3}",30,25,30,25,2,3,0,2,3,1
"('17th Street', 'Church Street')",-122.4285271,37.7628968,4,4,2,1,5,5,2,1,0,3,0,3,yes,None,22.35515366,90.2277359,0.025212295,0.000613225,77.33637306,0.693064759,no,0,0,no,"{'residential': 2, 'tertiary': 1, 'cycleway': 3, 'track': 6}","{'residential': 2, 'tertiary': 1, 'cycleway': 3, 'track': 6}",25,25,25,25,0,4,0,0,4,0
"('17th Street', 'Clayton Street')",-122.4467789,37.7617944,5,4,2,1,0,0,2,1,0,5,0,4,yes,None,76.21073832,149.4533048,1.068191584,0,-1,-1,no,0,0,no,"{'secondary_link': 1, 'secondary': 2, 'tertiary': 1, 'cycleway': 5}","{'secondary': 2, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,4,1,0,4,0
"('17th Street', 'Dearborn Street')",-122.423075,37.763221,3,2,1,1,0,0,1,1,0,3,0,2,yes,None,160.712671,90.02841002,0.008255343,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,0
"('17th Street', 'Diamond Street')",-122.437372,37.7623662,2,2,1,1,1,1,1,1,0,2,0,2,yes,None,98.28907476,90.12422571,0.052806278,2.97E-05,-1,54.90787617,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 2, 'track': 1}","{'secondary': 1, 'residential': 1, 'cycleway': 2, 'track': 1}",25,25,25,25,1,0,1,0,1,1
"('17th Street', 'Dolores Street')",-122.4262445,37.7630248,5,5,2,1,0,0,2,1,0,5,0,5,yes,None,162.159582,179.4345718,0.005881706,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 7}","{'tertiary': 2, 'cycleway': 7}",25,25,25,25,2,3,0,2,3,0
"('17th Street', 'Eureka Street')",-122.4384372,37.7623024,3,2,1,1,0,0,2,1,0,3,0,2,yes,None,124.5724944,91.57264676,0.048319625,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'secondary': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'secondary': 1, 'cycleway': 2}",25,25,25,25,0,2,1,1,2,0
"('17th Street', 'Folsom Street')",-122.415169,37.7637004,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,51.26002083,91.21408261,0.139275864,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 4}","{'tertiary': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('17th Street', 'Guerrero Street')",-122.4239588,37.76316525,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,160.9208317,90.70580353,0.009102767,0,-1,-1,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 6}","{'secondary': 1, 'tertiary': 1, 'cycleway': 5}",25,25,25,25,2,2,0,2,2,0
"('17th Street', 'Hoff Street')",-122.4204382,37.7633833,3,3,1,1,0,0,1,1,0,3,0,3,yes,yes,139.201454,90.44220259,0.004970555,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('17th Street', 'Mission Street')",-122.4195306,37.7634391,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,23.58822667,90.37837851,0.016214902,0.002809497,-1,-1,no,0,0,no,"{'tertiary': 1, 'secondary': 1, 'cycleway': 4}","{'tertiary': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('17th Street', 'Potrero Avenue')",-122.4074415,37.7644871,4,4,3,1,0,0,2,1,0,4,0,4,yes,None,25.06668169,93.35746745,1.270330268,2.42E-05,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'primary': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'primary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('17th Street', 'South Van Ness Avenue')",-122.4173491,37.7635718,4,4,2,2,0,0,2,2,0,4,0,4,yes,yes,161.1425616,90.26468819,0.003090027,8.11E-05,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 6}","{'primary': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('17th Street', 'Valencia Street')",-122.4217399,37.7633052,4,4,1,1,0,0,1,1,0,4,0,4,yes,None,16.47239213,90.32122944,0.004515486,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 4}","{'tertiary': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('18th Avenue', 'Fulton Street')",-122.4767122,37.7729132,3,3,2,1,0,0,2,1,0,3,0,3,yes,None,160.8779331,90.05577272,7.17E-06,0,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('18th Avenue', 'Geary Boulevard')",-122.4772542,37.7804395,4,4,3,1,0,0,3,1,0,4,0,4,yes,None,160.4760003,90.59518749,0.011045975,0,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 5}","{'residential': 1, 'secondary': 1, 'cycleway': 5}",25,25,25,25,2,2,0,2,2,0
"('18th Avenue', 'Judah Street')",-122.4759443,37.76175835,4,4,1,1,2,3,1,1,0,4,0,4,yes,None,24.96499818,90.45163736,0.013782827,0,-1,0.078069696,no,2,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}","{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 3}",25,25,25,25,2,2,0,2,2,0
"('18th Avenue', 'Taraval Street')",-122.4746411,37.7431024,4,4,2,1,2,2,2,1,0,4,0,4,yes,yes,160.8565433,90.02948269,0.001661937,0,-1,0.748438818,no,2,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 6, 'track': 2}","{'residential': 1, 'tertiary': 1, 'cycleway': 6, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('18th Street', 'Capp Street')",-122.4182928,37.7619055,4,4,1,1,0,0,1,1,0,4,0,4,yes,yes,160.7247615,90.15086181,0.001231872,0.000105468,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('18th Street', 'Castro Street')",-122.4350283,37.7608903,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,160.7087962,92.22100035,0.061531674,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 5}","{'tertiary': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('18th Street', 'Church Street')",-122.4283911,37.7612812,4,4,3,1,3,3,3,1,0,4,0,4,yes,None,160.9719736,96.35022204,1.088273221,0,-1,6.699383212,no,4,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 6, 'track': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 5, 'track': 3}",25,25,25,25,1,4,0,0,4,0
"('18th Street', 'Danvers Street')",-122.443465,37.7603312,5,5,1,1,0,0,1,1,0,5,0,5,yes,None,200.9567548,109.0179299,0.369865423,0,-1,-1,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 5}","{'residential': 1, 'tertiary': 1, 'cycleway': 5}",25,25,25,25,0,5,0,0,5,0
"('18th Street', 'Dolores Street')",-122.4260908,37.76142655,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,162.4103085,90.18172872,0.008017648,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 6}","{'tertiary': 2, 'cycleway': 6}",25,25,25,25,2,2,0,2,2,0
"('18th Street', 'Folsom Street')",-122.4150136,37.7621092,4,4,2,1,0,0,1,1,0,4,0,4,yes,yes,51.72010408,91.25791554,0.126263036,0.000150767,-1,-1,no,0,0,no,"{'tertiary': 2, 'residential': 1, 'cycleway': 4}","{'tertiary': 2, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('18th Street', 'Guerrero Street')",-122.4237905,37.7615672,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,161.3021347,90.42514721,0.011706535,0,-1,-1,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 5}","{'secondary': 1, 'tertiary': 1, 'cycleway': 7}",25,25,25,25,2,2,0,2,2,0
"('18th Street', 'Lapidge Street')",-122.4224192,37.7616479,3,2,1,1,0,0,1,1,0,3,0,2,yes,None,160.765971,90.53952726,0.007914754,0,-1,-1,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,0
"('18th Street', 'Lexington Street')",-122.420813,37.761747,3,3,1,1,0,0,1,1,0,3,0,3,yes,None,160.7052364,90.15362542,0.007020786,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,2,1,0,2,1
"('18th Street', 'Linda Street')",-122.422955,37.761617,2,3,1,1,0,0,1,1,0,2,0,3,yes,None,160.6693083,94.52999537,0.97087105,0.011113817,-1,-1,no,0,0,no,"{'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,1
"('18th Street', 'Market Street')",-122.4447084,37.75961425,4,3,2,1,0,0,3,1,0,4,0,3,yes,None,88.811184,169.0915697,0.792410164,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 3}","{'primary': 1, 'tertiary': 1, 'cycleway': 3}",35,25,30,25,4,0,0,2,1,0
"('18th Street', 'Mission Street')",-122.4193819,37.7618405,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,19.31336664,90.53229492,0.007687308,8.41E-05,65.83675231,-1,no,0,0,None,"{'tertiary': 1, 'secondary': 1, 'cycleway': 4}","{'tertiary': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('18th Street', 'Potrero Avenue')",-122.4072066,37.7619394,3,4,4,1,0,0,3,1,0,3,0,4,yes,yes,29.32679278,91.33875612,0.283400341,0,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 5}",25,25,25,25,2,1,0,2,2,0
"('18th Street', 'San Carlos Street')",-122.420128,37.761789,3,3,1,1,0,0,1,1,0,3,0,3,yes,yes,160.7464899,90.75968681,0.00900592,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 5}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,2,1,0,2,1
"('18th Street', 'South Van Ness Avenue')",-122.4171965,37.7619709,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,161.0789129,90.03817381,0.000982921,0.000365119,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 5}","{'primary': 1, 'tertiary': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('18th Street', 'Utah Street')",-122.4062406,37.7620169,2,3,1,1,0,0,1,1,0,2,0,2,yes,yes,116.9111407,144.0255191,0.275218137,0.060087522,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'motorway_link': 1, 'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,1
"('18th Street', 'Valencia Street')",-122.421578,37.761701,4,4,2,1,0,0,3,1,0,4,0,4,yes,None,160.6931595,93.81498754,0.902011709,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 5}","{'tertiary': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('19th Avenue', 'Crespi Drive')",-122.475283,37.72033737,3,4,4,1,2,2,3,1,0,3,0,4,yes,yes,168.236369,131.6443833,2.022610127,0,-1,2.872622193,no,0,0,no,"{'trunk': 1, 'residential': 1, 'cycleway': 3, 'track': 2}","{'trunk': 1, 'residential': 1, 'cycleway': 4, 'track': 2}",35,25,35,25,3,0,0,3,0,1
"('19th Avenue', 'Crossover Drive', 'Lincoln Way')",-122.4773913,37.7654491,5,5,3,1,0,0,3,1,0,5,0,5,yes,yes,190.9561943,179.3824628,0.89779552,0,-1,-1,no,0,0,no,"{'trunk': 2, 'primary': 1, 'tertiary_link': 1, 'cycleway': 5}","{'trunk': 2, 'primary': 1, 'cycleway': 5}",35,25,35,30,2,2,1,2,2,1
"('19th Avenue', 'Eucalyptus Drive')",-122.4748679,37.73108855,4,4,3,1,3,3,3,1,0,4,0,4,yes,None,28.99610397,93.21373748,0.080397489,0,40.63429066,39.73667403,no,4,0,no,"{'trunk': 1, 'residential': 1, 'cycleway': 4, 'track': 4}","{'trunk': 1, 'residential': 1, 'cycleway': 4, 'track': 3}",30,25,30,25,2,2,0,2,2,0
"('19th Avenue', 'Geary Boulevard')",-122.4783255,37.7803908,4,4,3,1,0,0,3,1,0,4,0,4,yes,None,160.4782018,90.37188958,0.007048248,0,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 5}","{'residential': 1, 'secondary': 1, 'cycleway': 5}",25,25,25,25,2,2,0,2,2,0
